"last_name, first_name","player_id","year","home_run","k_percent","bb_percent","batting_avg","slg_percent","on_base_percent","on_base_plus_slg","b_rbi","b_total_bases","woba"
"Blash, Jabari",518466,2017,5,33.8,14.4,".213",".341",".333","0.674","16","56",".303"
"Bumgarner, Madison",518516,2017,3,30.6,5.6,".206",".471",".250","0.721","5","16",".301"
"Centeno, Juan",518542,2017,2,21.1,7,".231",".346",".286","0.632","4","18",".269"
"Colón, Christian",518568,2017,0,17.5,8.8,".160",".180",".236","0.416","0","9",".188"
"Culberson, Charlie",518586,2017,0,26.7,13.3,".154",".231",".267","0.498","1","3",".233"
"d'Arnaud, Travis",518595,2017,16,15.7,6.1,".244",".443",".293","0.736","57","154",".308"
"Descalso, Daniel",518614,2017,10,22.4,12.1,".233",".395",".332","0.727","51","136",".318"
"Dietrich, Derek",518618,2017,13,21.1,7.8,".249",".424",".334","0.758","53","172",".324"
"Donaldson, Josh",518626,2017,33,22.4,15.3,".270",".559",".385","0.944","78","232",".396"
"Eibner, Brett",518649,2017,2,47.2,5.6,".182",".364",".250","0.614","6","12",".266"
"Freeman, Freddie",518692,2017,28,18.5,12.6,".307",".586",".403","0.989","71","258",".407"
"Fryer, Eric",518700,2017,0,21.7,13.3,".155",".197",".277","0.474","3","14",".230"
"Grandal, Yasmani",518735,2017,22,27,8.3,".247",".459",".308","0.767","58","201",".325"
"Harvey, Matt",518774,2017,0,36.1,2.8,".059",".059",".086","0.145","1","2",".070"
"Heyward, Jason",518792,2017,11,14,8.5,".259",".389",".326","0.715","59","168",".311"
"Kozma, Pete",518902,2017,1,39.2,5.9,".111",".178",".200","0.378","2","8",".180"
"LeMahieu, DJ",518934,2017,8,13.2,8.7,".310",".409",".374","0.783","64","249",".342"
"Lucroy, Jonathan",518960,2017,6,10.6,9.6,".265",".371",".345","0.716","40","157",".311"
"Mesoraco, Devin",519023,2017,6,23,10.9,".213",".390",".321","0.711","14","55",".312"
"Middlebrooks, Will",519025,2017,0,35.9,2.6,".211",".368",".231","0.599","3","14",".250"
"Moncrief, Carlos",519037,2017,0,34.9,7,".211",".237",".256","0.493","5","9",".220"
"Moore, Matt",519043,2017,0,35.8,3.8,".128",".128",".163","0.291","4","6",".136"
"Moreland, Mitch",519048,2017,22,20.8,9.9,".246",".443",".326","0.769","79","225",".326"
"Moustakas, Mike",519058,2017,38,15.7,5.7,".272",".521",".314","0.835","85","289",".345"
"Navarro, Efren",519068,2017,2,30.4,11.6,".230",".377",".319","0.696","2","23",".299"
"Nelson, Jimmy",519076,2017,0,58.3,1.7,".105",".105",".121","0.226","2","6",".103"
"Norris, Derek",519083,2017,9,24.2,6.1,".201",".380",".258","0.638","24","68",".271"
"Revere, Ben",519184,2017,1,8.1,4.9,".275",".344",".308","0.652","20","100",".284"
"Rizzo, Anthony",519203,2017,32,13,13.2,".273",".507",".392","0.899","109","290",".380"
"Romine, Austin",519222,2017,2,22.6,6.3,".218",".293",".272","0.565","21","67",".250"
"Rupp, Cameron",519237,2017,14,34.4,10.3,".217",".417",".299","0.716","34","123",".304"
"Smolinski, Jake",519295,2017,0,20.7,3.4,".259",".296",".310","0.606","0","8",".273"
"Sogard, Eric",519299,2017,3,12.4,15.1,".273",".378",".393","0.771","18","94",".343"
"Souza Jr., Steven",519306,2017,30,29,13.6,".239",".459",".351","0.810","78","240",".348"
"Stanton, Giancarlo",519317,2017,59,23.6,12.3,".281",".631",".376","1.007","132","377",".410"
"Szczur, Matt",519333,2017,3,18.6,14.3,".226",".354",".350","0.704","18","69",".316"
"Thames, Eric",519346,2017,31,29.6,13.6,".247",".518",".359","0.877","63","243",".369"
"Vogt, Stephen",519390,2017,12,18.5,6.9,".233",".423",".285","0.708","40","118",".299"
"Galvis, Freddy",520471,2017,12,16.7,6.8,".255",".382",".309","0.691","61","232",".298"
"Perez, Salvador",521692,2017,27,19.1,3.4,".268",".495",".297","0.792","80","233",".329"
"Forsythe, Logan",523253,2017,6,24.8,15.7,".224",".327",".351","0.678","36","118",".307"
"Flores, Wilmer",527038,2017,18,14.9,4.7,".271",".488",".307","0.795","52","164",".331"
"Marte, Jefry",527043,2017,4,23.4,9,".173",".307",".269","0.576","14","39",".258"
"Puello, César",527049,2017,0,30.8,10.3,".206",".206",".308","0.514","3","7",".247"
"Teheran, Julio",527054,2017,0,23.6,1.4,".140",".140",".167","0.307","6","8",".140"
"Adleman, Tim",534947,2017,0,31.3,0,".103",".138",".103","0.241","2","4",".103"
"Nava, Daniel",537953,2017,4,17.8,12.1,".301",".421",".393","0.814","21","77",".357"
"García, Avisaíl",541645,2017,18,19.8,5.9,".330",".506",".380","0.886","80","262",".375"
"Pérez, Hernán",541650,2017,14,17.2,4.4,".259",".414",".289","0.703","51","179",".298"
"Pérez, Carlos",542208,2017,1,28.6,4.8,".100",".250",".143","0.393","3","5",".169"
"Inciarte, Ender",542255,2017,11,13.1,6.8,".304",".409",".350","0.759","57","271",".328"
"Ozuna, Marcell",542303,2017,37,21.2,9.4,".312",".548",".376","0.924","124","336",".388"
"Villar, Jonathan",542340,2017,11,30.3,6.9,".241",".372",".293","0.665","40","150",".287"
"Adames, Cristhian",542436,2017,0,42.9,7.1,".000",".000",".071","0.071","0","0",".049"
"Santana, Danny",542454,2017,4,23,4.5,".202",".357",".243","0.600","23","60",".254"
"Telis, Tomás",542513,2017,0,9,2.7,".240",".346",".279","0.625","9","36",".270"
"Aguilar, Jesús",542583,2017,16,30.2,8,".265",".505",".331","0.836","52","141",".351"
"Liriano, Rymer",542642,2017,1,30.4,10.9,".220",".341",".304","0.645","6","14",".286"
"Anderson, Tyler",542881,2017,0,51.5,3,".038",".038",".074","0.112","0","1",".058"
"Bandy, Jett",542908,2017,6,27.1,8,".207",".349",".287","0.636","18","59",".280"
"Beckham, Tim",542921,2017,22,29,6.3,".278",".454",".328","0.782","62","242",".334"
"Brantly, Rob",542963,2017,2,38.9,8.3,".290",".516",".389","0.905","5","16",".388"
"Broxton, Keon",542979,2017,20,37.8,8.6,".220",".420",".299","0.719","49","174",".308"
"Chatwood, Tyler",543022,2017,0,19.1,2.1,".154",".179",".175","0.354","2","7",".158"
"Cole, Gerrit",543037,2017,1,30.9,1.5,".164",".236",".179","0.415","3","13",".179"
"Coleman, Dusty",543038,2017,4,46.5,2.8,".227",".455",".268","0.723","9","30",".302"
"Conley, Adam",543045,2017,0,43.8,6.3,".125",".125",".192","0.317","0","3",".154"
"Crawford, Brandon",543063,2017,14,19.8,7.4,".253",".403",".305","0.708","77","209",".301"
"Cron, C.J.",543068,2017,16,25.8,5.9,".248",".437",".305","0.742","56","148",".316"
"Davis, Taylor",543089,2017,0,30.8,0,".231",".308",".231","0.539","1","4",".230"
"Decker, Jaff",543094,2017,0,27.4,12.9,".200",".260",".322","0.582","1","13",".272"
"Federowicz, Tim",543148,2017,2,28.6,7.1,".231",".692",".286","0.978","3","9",".395"
"Giavotella, Johnny",543213,2017,0,40,0,".100",".100",".100","0.200","0","1",".088"
"Gillaspie, Conor",543216,2017,2,11.5,5.7,".163",".287",".218","0.505","8","23",".221"
"Gomes, Yan",543228,2017,14,25.8,8.1,".232",".399",".309","0.708","56","136",".307"
"Grossman, Robbie",543257,2017,9,17.3,14.7,".246",".380",".361","0.741","45","145",".329"
"Harrison, Josh",543281,2017,16,16.6,5.2,".272",".432",".339","0.771","47","210",".332"
"Hendricks, Kyle",543294,2017,0,54.9,0,".100",".120",".100","0.220","5","6",".095"
"Herrmann, Chris",543302,2017,10,26.2,11.3,".181",".345",".273","0.618","27","78",".272"
"Hicks, Aaron",543305,2017,15,18.6,14.1,".266",".475",".372","0.847","52","143",".363"
"Hicks, John",543308,2017,6,26.8,6.8,".266",".439",".326","0.765","22","76",".328"
"Higashioka, Kyle",543309,2017,0,30,10,".000",".000",".100","0.100","0","0",".069"
"Hosmer, Eric",543333,2017,25,15.5,9.8,".318",".498",".385","0.883","94","300",".376"
"Jimenez, A.J.",543362,2017,0,53.8,0,".083",".083",".083","0.166","0","1",".073"
"Joseph, Caleb",543376,2017,8,27.1,3.8,".256",".413",".287","0.700","28","105",".299"
"Kipnis, Jason",543401,2017,12,19,7.5,".232",".414",".291","0.705","35","139",".300"
"Koehler, Tom",543408,2017,0,71.4,0,".048",".048",".048","0.096","0","1",".042"
"Lavarnway, Ryan",543432,2017,0,23.1,7.7,".273",".364",".385","0.749","2","4",".339"
"Lyles, Jordan",543475,2017,0,42.9,7.1,".231",".231",".286","0.517","3","3",".237"
"Mahtook, Mikie",543484,2017,12,20.8,6.1,".276",".457",".330","0.787","38","159",".335"
"McCann, James",543510,2017,13,22.8,6.6,".253",".415",".318","0.733","49","146",".316"
"Miller, Brad",543543,2017,9,27,15.5,".201",".337",".327","0.664","40","114",".294"
"Milone, Tommy",543548,2017,0,41.7,16.7,".111",".111",".273","0.384","1","1",".206"
"Montgomery, Mike",543557,2017,1,33.3,0,".185",".333",".185","0.518","3","9",".216"
"Nieuwenhuis, Kirk",543590,2017,1,48.4,12.9,".115",".269",".258","0.527","1","7",".245"
"Ortiz, Danny",543611,2017,0,7.7,7.7,".083",".083",".154","0.237","0","1",".121"
"Rendon, Anthony",543685,2017,25,13.6,13.9,".301",".533",".403","0.936","100","271",".394"
"Roark, Tanner",543699,2017,0,34.9,1.6,".091",".109",".107","0.216","0","6",".097"
"Robertson, Daniel",543706,2017,1,3.4,8,".225",".338",".287","0.625","7","27",".269"
"Rusin, Chris",543734,2017,0,30,0,".333",".333",".333","0.666","0","3",".292"
"Semien, Marcus",543760,2017,10,22,9.8,".249",".398",".325","0.723","40","136",".314"
"Shaw, Travis",543768,2017,31,22.8,9.9,".273",".513",".349","0.862","101","276",".361"
"Springer III, George",543807,2017,34,17.7,10.2,".283",".522",".367","0.889","85","286",".376"
"Strange-Gordon, Dee",543829,2017,2,13.4,3.6,".308",".375",".341","0.716","33","245",".312"
"Vázquez, Christian",543877,2017,5,18.6,4.9,".290",".404",".330","0.734","32","131",".318"
"Wong, Kolten",543939,2017,4,14.6,10,".285",".412",".376","0.788","42","146",".336"
"Gregorius, Didi",544369,2017,25,12.3,4.4,".287",".478",".318","0.796","87","255",".335"
"Garcia, Leury",544725,2017,9,21.2,4,".270",".423",".316","0.739","33","127",".317"
"Strasburg, Stephen",544931,2017,2,23.3,3.3,".130",".241",".161","0.402","3","13",".174"
"Vargas, Ildemaro",545121,2017,0,23.1,0,".308",".385",".308","0.693","4","5",".297"
"Fontana, Nolan",545337,2017,1,34.8,13,".050",".200",".174","0.374","1","4",".176"
"Franklin, Nick",545338,2017,2,18.5,8.4,".179",".283",".269","0.552","12","30",".250"
"Grichuk, Randal",545341,2017,22,30.1,5.9,".238",".473",".285","0.758","59","195",".315"
"Marisnick, Jake",545350,2017,16,34.7,7.7,".243",".496",".319","0.815","35","114",".343"
"Stassi, Max",545358,2017,2,12.9,19.4,".167",".458",".323","0.781","4","11",".330"
"Trout, Mike",545361,2017,33,17.8,18.5,".306",".629",".442","1.071","72","253",".437"
"Herrera, Odúbel",546318,2017,14,22.4,5.5,".281",".452",".325","0.777","56","238",".329"
"Almora Jr., Albert",546991,2017,8,16.4,5.9,".298",".445",".338","0.783","46","133",".334"
"Ruiz, Rio",547004,2017,4,23.7,11,".193",".307",".283","0.590","19","46",".261"
"Delmonico, Nicky",547170,2017,9,18.7,13.9,".262",".482",".373","0.855","23","68",".369"
"Wolters, Tony",547172,2017,0,20.7,12.4,".240",".284",".341","0.625","16","65",".274"
"Lorenzen, Michael",547179,2017,1,41.7,0,".167",".417",".167","0.584","1","5",".238"
"Harper, Bryce",547180,2017,29,20.1,13.8,".319",".595",".413","1.008","87","250",".416"
"Pérez, Roberto",547379,2017,8,28.6,10.5,".207",".373",".291","0.664","38","81",".289"
"Ngoepe, Gift",547912,2017,0,41.3,12.7,".222",".296",".323","0.619","6","16",".281"
"Ryu, Hyun Jin",547943,2017,0,47.4,7.9,".133",".167",".235","0.402","0","5",".196"
"Kim, Hyun Soo",547957,2017,1,19.3,9.2,".231",".292",".307","0.599","14","62",".268"
"Martin, Leonys",547982,2017,3,23.9,5.8,".172",".281",".232","0.513","9","36",".224"
"Abreu, José",547989,2017,33,17.6,5.2,".304",".552",".354","0.906","102","343",".377"
"Díaz, Elias",553869,2017,1,19,5.5,".223",".314",".265","0.579","19","59",".253"
"Narváez, Omar",553882,2017,2,15.3,12.9,".277",".340",".373","0.713","14","86",".321"
"Machado, Dixon",553988,2017,1,17.7,5.5,".259",".319",".302","0.621","11","53",".273"
"Suárez, Eugenio",553993,2017,26,23.3,13.3,".260",".461",".367","0.828","82","246",".356"
"Wheeler, Zack",554430,2017,0,41.4,3.4,".074",".111",".107","0.218","0","3",".100"
"Polanco, Gregory",570256,2017,11,14.6,6.6,".251",".391",".305","0.696","35","148",".297"
"Santana, Domingo",570267,2017,30,29.3,12,".278",".505",".371","0.876","85","265",".372"
"González, Erik",570481,2017,4,32.2,2.6,".255",".418",".272","0.690","11","46",".291"
"Urshela, Gio",570482,2017,1,13.3,4.8,".224",".288",".262","0.550","15","45",".243"
"Alcántara, Arismendy",570489,2017,1,35.2,1.9,".171",".248",".187","0.435","7","26",".187"
"Sánchez, Yolmer",570560,2017,12,20.8,6.6,".267",".413",".319","0.732","59","200",".313"
"Ureña, José",570632,2017,0,50,0,".104",".125",".104","0.229","2","6",".099"
"Schoop, Jonathan",570731,2017,32,21,5.2,".293",".503",".338","0.841","105","313",".355"
"Villanueva, Christian",570799,2017,4,31.3,0,".344",".750",".344","1.094","7","24",".450"
"Adams, Matt",571431,2017,20,24,6.3,".274",".522",".319","0.841","65","177",".346"
"Altherr, Aaron",571437,2017,19,25.2,7.8,".272",".516",".340","0.856","65","192",".359"
"Arenado, Nolan",571448,2017,37,15.6,9.1,".309",".586",".373","0.959","130","355",".395"
"Barnhart, Tucker",571466,2017,7,16.1,9.9,".270",".403",".347","0.750","44","149",".317"
"Bour, Justin",571506,2017,25,22.1,11,".289",".536",".366","0.902","83","202",".374"
"Corbin, Patrick",571578,2017,0,40,8.6,".125",".161",".210","0.371","0","9",".177"
"Davidson, Matt",571602,2017,26,37.2,4.3,".220",".452",".260","0.712","68","187",".297"
"Farmer, Kyle",571657,2017,0,15,0,".300",".350",".300","0.650","2","7",".281"
"Freitas, David",571679,2017,0,23.5,0,".235",".353",".235","0.588","2","6",".248"
"Fuentes, Rey",571681,2017,3,24.1,5.5,".235",".338",".278","0.616","9","46",".268"
"Gennett, Scooter",571697,2017,27,22.9,6,".295",".531",".342","0.873","97","245",".367"
"Goodwin, Brian",571718,2017,13,24.8,8.3,".251",".498",".313","0.811","30","125",".337"
"Hamilton, Billy",571740,2017,4,21,7,".247",".335",".299","0.634","38","195",".278"
"Haniger, Mitch",571745,2017,16,22.7,7.6,".282",".491",".352","0.843","47","181",".360"
"Hazelbaker, Jeremy",571757,2017,2,32.8,14.8,".346",".577",".443","1.020","10","30",".422"
"Hernández, Enrique",571771,2017,11,23.4,12,".215",".421",".308","0.729","37","125",".310"
"Holt, Brock",571788,2017,0,20.7,11.6,".200",".243",".305","0.548","7","34",".256"
"Joseph, Tommy",571830,2017,22,24.2,6.2,".240",".432",".289","0.721","69","214",".305"
"Kelly, Ty",571841,2017,2,23.8,7.6,".191",".337",".257","0.594","14","30",".256"
"Lamb, Jake",571875,2017,30,23.9,13.7,".248",".487",".357","0.844","105","261",".353"
"Maile, Luke",571912,2017,2,25.7,2.2,".146",".231",".176","0.407","7","30",".178"
"Marrero, Deven",571918,2017,4,32.4,6.4,".211",".333",".259","0.592","27","57",".257"
"Matz, Steven",571927,2017,0,29.2,0,".143",".143",".143","0.286","1","3",".125"
"Myers, Wil",571976,2017,30,27.7,10.8,".243",".464",".328","0.792","74","263",".335"
"Naquin, Tyler",571980,2017,0,22.5,5,".216",".270",".250","0.520","1","10",".228"
"Ohlman, Mike",572000,2017,0,23.1,0,".231",".231",".231","0.462","1","3",".202"
"Owings, Chris",572008,2017,12,22.5,4.4,".268",".442",".299","0.741","51","160",".313"
"Phegley, Josh",572033,2017,3,16.1,5.6,".201",".336",".255","0.591","10","50",".256"
"Piscotty, Stephen",572039,2017,9,21.7,13,".235",".367",".342","0.709","39","125",".313"
"Pollock, AJ",572041,2017,14,15.2,7.5,".266",".471",".330","0.801","49","200",".340"
"Rickard, Joey",572073,2017,4,22.7,3.2,".241",".345",".276","0.621","19","90",".269"
"Schimpf, Ryan",572114,2017,14,35.5,13.7,".158",".424",".284","0.708","25","70",".304"
"Seager, Kyle",572122,2017,27,16.9,8.9,".249",".450",".323","0.773","88","260",".326"
"Susac, Andrew",572180,2017,0,50,0,".083",".083",".083","0.166","0","1",".073"
"Taylor, Michael A.",572191,2017,19,31.7,6.7,".271",".486",".320","0.806","53","194",".338"
"Thompson, Trayce",572204,2017,1,41.8,10.9,".122",".265",".218","0.483","2","13",".208"
"Vincej, Zach",572227,2017,0,41.7,8.3,".111",".111",".333","0.444","0","1",".251"
"Voit III, Luke",572228,2017,4,25,5.6,".246",".430",".306","0.736","18","49",".316"
"Walker, Christian",572233,2017,2,33.3,6.7,".250",".833",".400","1.233","2","10",".489"
"Zunino, Mike",572287,2017,25,36.8,9,".251",".509",".331","0.840","64","197",".355"
"Goins, Ryan",572365,2017,9,20.9,6.8,".237",".356",".286","0.642","62","149",".278"
"Adams, Lane",572669,2017,5,30.3,8.2,".275",".468",".339","0.807","20","51",".344"
"Butler, Eddie",572750,2017,0,31.6,5.3,".067",".067",".125","0.192","0","1",".098"
"Carpenter, Matt",572761,2017,23,20.1,17.5,".241",".451",".384","0.835","69","224",".361"
"Dickerson, Corey",572816,2017,27,24.2,5.6,".282",".490",".325","0.815","62","288",".341"
"Dozier, Brian",572821,2017,34,20,11.1,".271",".498",".359","0.857","93","307",".362"
"Garneau, Dustin",572863,2017,2,28.6,9.5,".188",".313",".272","0.585","9","35",".260"
"Perkins, Cameron",573088,2017,1,23.7,5.2,".182",".273",".237","0.510","8","24",".225"
"Saladino, Tyler",573135,2017,0,23.8,8.2,".178",".229",".254","0.483","10","58",".223"
"Straily, Dan",573185,2017,0,51.6,1.6,".073",".091",".089","0.180","1","5",".081"
"Vargas, Kennys",573627,2017,11,29.2,7.6,".253",".444",".314","0.758","41","107",".323"
"Segedin, Rob",574847,2017,0,35,0,".200",".300",".200","0.500","1","6",".211"
"Contreras, Willson",575929,2017,21,22.9,10.5,".276",".499",".356","0.855","74","188",".362"
"Gyorko, Jedd",576397,2017,20,21.8,9.8,".272",".472",".341","0.813","67","201",".344"
"Iglesias, Jose",578428,2017,6,13.3,4.3,".255",".369",".288","0.657","54","171",".283"
"Travis, Devon",581527,2017,5,19.3,3.6,".259",".438",".291","0.729","24","81",".308"
"Hechavarría, Adeiny",588751,2017,8,19.3,3.7,".261",".406",".289","0.695","30","134",".295"
"Torreyes, Ronald",591720,2017,3,12.8,3.3,".292",".375",".314","0.689","36","118",".297"
"Osuna, José",591741,2017,7,17.6,4,".233",".428",".269","0.697","30","92",".293"
"Valera, Breyvic",591971,2017,0,0,9.1,".100",".100",".182","0.282","0","1",".143"
"García, Willy",591994,2017,2,26.1,9.2,".238",".400",".305","0.705","12","42",".301"
"Austin, Tyler",592122,2017,2,37,8.7,".225",".425",".283","0.708","8","17",".295"
"Bryant, Kris",592178,2017,29,19.2,14.3,".295",".537",".409","0.946","73","295",".399"
"Canha, Mark",592192,2017,5,29.9,3.7,".208",".382",".262","0.644","14","66",".276"
"Casali, Curt",592200,2017,1,23.1,23.1,".333",".667",".462","1.129","3","6",".447"
"Castellanos, Nick",592206,2017,26,21.4,6.2,".272",".490",".320","0.810","101","301",".341"
"Cowart, Kaleb",592230,2017,3,23.9,8.5,".225",".382",".313","0.695","11","39",".301"
"DeShields, Delino",592261,2017,6,24.8,10,".269",".367",".347","0.714","22","138",".315"
"Drury, Brandon",592273,2017,13,21.5,5.8,".267",".447",".317","0.764","63","199",".325"
"Foltynewicz, Mike",592314,2017,0,55.1,0,".048",".048",".048","0.096","0","2",".042"
"Gamel, Ben",592325,2017,11,22.2,6.5,".275",".413",".322","0.735","59","210",".315"
"Goodrum, Niko",592348,2017,0,55.6,5.6,".059",".059",".111","0.170","0","1",".087"
"Gray, Jon",592351,2017,1,62.8,2.3,".079",".158",".103","0.261","3","6",".113"
"Healy, Ryon",592387,2017,25,23.5,3.8,".271",".451",".302","0.753","78","260",".320"
"Holaday, Bryan",592407,2017,0,3.4,0,".241",".310",".241","0.551","2","9",".236"
"Hoying, Jared",592419,2017,1,29.9,5.2,".222",".306",".260","0.566","7","22",".246"
"Jones, JaCoby",592444,2017,3,42.2,5.8,".170",".270",".240","0.510","13","38",".229"
"Judge, Aaron",592450,2017,52,30.7,18.7,".284",".627",".422","1.049","114","340",".430"
"Machado, Manny",592518,2017,33,16.7,7.2,".259",".471",".310","0.781","95","297",".328"
"Moran, Colin",592567,2017,1,8.3,8.3,".364",".818",".417","1.235","3","9",".498"
"Nicholas, Brett",592592,2017,2,20,3.1,".238",".397",".262","0.659","11","25",".279"
"Nicolino, Justin",592593,2017,0,15.4,0,".000",".000",".000","0.000","0","0",".000"
"Parker, Jarrett",592620,2017,4,30.5,5.6,".247",".416",".294","0.710","23","69",".299"
"Pederson, Joc",592626,2017,11,21.1,12.1,".212",".407",".331","0.738","35","111",".322"
"Ray, Robbie",592662,2017,0,37.7,4.9,".245",".283",".286","0.569","2","15",".253"
