"last_name, first_name","player_id","year","home_run","k_percent","bb_percent","batting_avg","slg_percent","on_base_percent","on_base_plus_slg","b_rbi","b_total_bases","woba"
"Severino, Pedro",600474,2018,2,22.1,8.5,".168",".247",".254","0.501","15","47",".221"
"Núñez, Renato",600524,2018,8,23.8,7.3,".258",".419",".322","0.741","22","99",".322"
"Candelario, Jeimer",600869,2018,19,25.8,10.7,".224",".393",".317","0.710","54","212",".311"
"Pivetta, Nick",601713,2018,0,44.4,4.4,".100",".125",".143","0.268","1","5",".125"
"Guerrero, Gabriel",602115,2018,1,44.4,0,".167",".333",".167","0.500","1","6",".211"
"Rondon, José",602922,2018,6,28,6.5,".230",".470",".280","0.750","14","47",".319"
"Ahmed, Nick",605113,2018,16,19.3,7.1,".234",".411",".290","0.701","70","212",".300"
"Anderson, Brian",605119,2018,11,19.3,9.3,".273",".400",".357","0.757","65","236",".333"
"Barnes, Austin",605131,2018,4,28.2,13,".205",".290",".329","0.619","14","58",".281"
"Bell, Josh",605137,2018,12,17.8,13.2,".261",".411",".357","0.768","62","206",".336"
"Betts, Mookie",605141,2018,32,14.8,13.2,".346",".640",".438","1.078","80","333",".449"
"Caratini, Victor",605170,2018,2,21,6,".232",".304",".293","0.597","21","55",".268"
"Davies, Zach",605200,2018,0,42.1,0,".067",".067",".067","0.134","0","1",".059"
"Davis, J.D.",605204,2018,1,25.7,8.8,".175",".223",".248","0.471","5","23",".218"
"Fisher, Derek",605233,2018,4,48.8,5.8,".165",".392",".209","0.601","11","31",".251"
"Garcia, Aramis",605244,2018,4,47.7,3.1,".286",".492",".308","0.800","9","31",".341"
"Marjama, Mike",605357,2018,0,20.7,6.9,".111",".222",".172","0.394","0","6",".177"
"Martini, Nick",605361,2018,1,20.1,11.7,".296",".414",".397","0.811","19","63",".357"
"Musgrove, Joe",605397,2018,0,34.3,0,".161",".194",".161","0.355","0","6",".154"
"Nola, Aaron",605400,2018,0,51.4,1.4,".048",".065",".063","0.128","4","4",".059"
"Panik, Joe",605412,2018,4,7.7,6.6,".254",".332",".307","0.639","24","119",".280"
"Pérez, Michael",605421,2018,1,23.8,3.8,".284",".392",".304","0.696","11","29",".298"
"Rodríguez, Dereck",605446,2018,0,41,0,".094",".125",".094","0.219","1","4",".094"
"Skole, Matt",605474,2018,1,23.1,15.4,".273",".545",".385","0.930","1","6",".398"
"Smith, Mallex",605480,2018,2,18,8.6,".296",".406",".367","0.773","40","195",".339"
"Spangenberg, Cory",605486,2018,7,32.8,7.6,".235",".362",".298","0.660","25","108",".290"
"Suárez, Andrew",605498,2018,0,52.9,3.9,".064",".064",".102","0.166","0","3",".082"
"Tilson, Charlie",605508,2018,0,16.7,8.3,".264",".292",".331","0.623","11","31",".282"
"Tomlinson, Kelby",605509,2018,0,23,5.9,".207",".264",".265","0.529","10","37",".239"
"Tucker, Preston",605512,2018,6,23.4,7.1,".229",".404",".299","0.703","27","67",".306"
"Walding, Mitch",605520,2018,1,63.2,10.5,".059",".235",".158","0.393","2","4",".179"
"Woodruff, Brandon",605540,2018,1,10,10,".250",".625",".333","0.958","1","5",".400"
"Zimmer, Bradley",605548,2018,2,38.6,6.1,".226",".330",".281","0.611","9","35",".270"
"Castro, Harold",605612,2018,0,20,0,".300",".300",".300","0.600","0","3",".264"
"Arcia, Orlando",606115,2018,3,23.8,4.1,".236",".307",".268","0.575","30","107",".253"
"Tapia, Raimel",606132,2018,1,25.9,7.4,".200",".480",".259","0.739","6","12",".310"
"Hernández, Teoscar",606192,2018,22,31.2,7.8,".239",".468",".302","0.770","57","223",".328"
"Peraza, José",606299,2018,14,11,4.2,".288",".416",".326","0.742","58","263",".319"
"García, Jarlín",606424,2018,0,63.6,9.1,".000",".000",".100","0.100","0","0",".069"
"Marte, Ketel",606466,2018,14,13.6,9.3,".260",".437",".332","0.769","59","227",".330"
"Greiner, Grayson",606988,2018,0,27.6,14.7,".219",".281",".328","0.609","12","27",".279"
"Haase, Eric",606992,2018,0,35.3,0,".125",".125",".176","0.301","1","2",".146"
"Nimmo, Brandon",607043,2018,17,26.2,15,".263",".483",".404","0.887","47","209",".385"
"Peterson, Jace",607054,2018,3,23.6,12.6,".200",".324",".310","0.634","28","68",".286"
"Fedde, Erick",607200,2018,0,29.4,5.9,".063",".063",".118","0.181","0","1",".092"
"Turner, Trea",607208,2018,19,17.8,9.3,".271",".416",".344","0.760","73","276",".331"
"Romano, Sal",607219,2018,0,60,0,".056",".083",".056","0.139","2","3",".059"
"Gant, John",607231,2018,2,41.2,0,".065",".258",".065","0.323","3","8",".131"
"Lopez, Raffy",607257,2018,3,36.8,11.1,".176",".284",".265","0.549","13","29",".236"
"Smith, Kevan",607345,2018,3,9.6,5.3,".292",".380",".348","0.728","21","65",".322"
"Rua, Ryan",607387,2018,6,36.1,3.4,".194",".360",".221","0.581","12","50",".248"
"Andreoli, John",607430,2018,0,28.4,7.5,".230",".262",".284","0.546","4","16",".246"
"Blandino, Alex",607468,2018,1,27.9,8.8,".234",".289",".324","0.613","8","37",".279"
"Bostick, Christopher",607471,2018,0,38.9,11.1,".188",".250",".278","0.528","2","4",".244"
"Freeland, Kyle",607536,2018,0,56.3,2.8,".092",".123",".119","0.242","2","8",".110"
"Lugo, Seth",607625,2018,0,61.5,7.7,".091",".091",".167","0.258","0","1",".131"
"Pillar, Kevin",607680,2018,15,18.1,3.3,".252",".426",".282","0.708","59","218",".302"
"Stallings, Jacob",607732,2018,0,22,7.3,".216",".216",".268","0.484","5","8",".222"
"Travis, Sam",607752,2018,1,26.3,5.3,".222",".389",".263","0.652","7","14",".281"
"Williamson, Mac",607776,2018,4,25.7,10.5,".213",".383",".295","0.678","11","36",".298"
"Ramírez, José",608070,2018,39,11.5,15.2,".270",".552",".387","0.939","105","319",".391"
"Bregman, Alex",608324,2018,31,12.1,13.6,".286",".532",".394","0.926","103","316",".396"
"Gallo, Joey",608336,2018,40,35.9,12.8,".206",".498",".312","0.810","92","249",".343"
"Kelly, Carson",608348,2018,0,16.7,7.1,".114",".114",".205","0.319","3","4",".162"
"Russell, Addison",608365,2018,5,21.3,8.6,".250",".340",".317","0.657","38","143",".290"
"Seager, Corey",608369,2018,2,14.8,9.6,".267",".396",".348","0.744","13","40",".324"
"Wacha, Michael",608379,2018,0,28.1,3.1,".080",".080",".115","0.195","1","2",".094"
"Williams, Nick",608384,2018,17,24.8,7.1,".256",".425",".324","0.749","50","173",".324"
"Winker, Jesse",608385,2018,7,13.8,14.7,".299",".431",".405","0.836","43","121",".366"
"Lugo, Dawel",608475,2018,1,19.8,6.9,".213",".309",".267","0.576","8","29",".255"
"Márquez, Germán",608566,2018,1,16.9,0,".300",".350",".300","0.650","5","21",".283"
"Mazara, Nomar",608577,2018,20,21.6,7.5,".258",".436",".317","0.753","77","213",".324"
"Murphy, Tom",608596,2018,2,45.8,3.1,".226",".387",".250","0.637","11","36",".268"
"Guzmán, Ronald",608597,2018,16,28.3,7.7,".235",".416",".306","0.722","58","161",".312"
"Field, Johnny",608654,2018,9,30.9,3,".222",".403",".254","0.657","21","89",".281"
"Jankowski, Travis",608671,2018,4,18.9,9.6,".259",".346",".332","0.678","17","120",".303"
"Plawecki, Kevin",608700,2018,7,23.5,10.1,".210",".370",".315","0.685","30","88",".302"
"Refsnyder, Rob",608701,2018,2,25.5,17.6,".167",".274",".314","0.588","5","23",".276"
"Reynolds, Matt",608703,2018,0,28.6,7.1,".154",".154",".214","0.368","1","2",".175"
"Stratton, Chris",608717,2018,0,52,0,".140",".163",".136","0.299","5","7",".128"
"Suter, Brent",608718,2018,1,18.8,12.5,".192",".346",".323","0.669","3","9",".303"
"Mondesi, Adalberto",609275,2018,14,26.5,3.8,".276",".498",".306","0.804","37","137",".341"
"Andujar, Miguel",609280,2018,27,16,4.1,".297",".527",".328","0.855","92","302",".361"
"Chen, Wei-Yin",612672,2018,0,42.9,0,".150",".175",".150","0.325","2","7",".141"
"Cordero, Franchy",614173,2018,7,35.7,9.1,".237",".439",".307","0.746","19","61",".322"
"Reyes, Franmil",614177,2018,16,28.1,8.4,".280",".498",".340","0.838","31","130",".360"
"Barreto, Franklin",620439,2018,5,38.7,1.3,".233",".493",".253","0.746","16","36",".315"
"Urena, Richard",620446,2018,1,29.6,6.5,".293",".364",".340","0.704","6","36",".311"
"Robertson, Daniel",621002,2018,9,22.6,12.6,".262",".415",".382","0.797","34","117",".354"
"Swanson, Dansby",621020,2018,14,22.9,8.3,".238",".395",".304","0.699","59","189",".293"
"Newman, Kevin",621028,2018,0,23.7,4.1,".209",".231",".247","0.478","6","21",".211"
"Taylor, Chris",621035,2018,17,29.5,9.1,".254",".444",".331","0.775","63","238",".335"
"Correa, Carlos",621043,2018,15,23.7,11.3,".239",".405",".323","0.728","65","163",".313"
"Valentín, Jesmuel",621044,2018,1,27,9,".177",".304",".258","0.562","6","24",".250"
"Eflin, Zach",621107,2018,1,62,0,".091",".159",".091","0.250","1","7",".106"
"Buehler, Walker",621111,2018,0,44.7,4.3,".163",".163",".200","0.363","1","7",".167"
"Oswalt, Corey",621261,2018,0,52.6,0,".000",".000",".000","0.000","0","0",".000"
"Dahl, David",621311,2018,16,25.1,7,".273",".534",".325","0.859","48","133",".357"
"Blach, Ty",621389,2018,0,44.1,5.9,".034",".034",".097","0.131","0","1",".073"
"Phillips, Brett",621433,2018,2,41.5,7.5,".187",".306",".252","0.558","11","41",".246"
"Buxton, Byron",621439,2018,0,29.8,3.2,".156",".200",".183","0.383","4","18",".170"
"Brinson, Lewis",621446,2018,11,29.6,4.2,".199",".338",".240","0.578","42","129",".248"
"Duggar, Steven",621453,2018,2,28.9,6.6,".255",".390",".303","0.693","17","55",".297"
"Stewart, DJ",621466,2018,3,25.5,8.5,".250",".550",".340","0.890","10","22",".373"
"Powell, Boog",621471,2018,0,24,4,".167",".292",".200","0.492","0","7",".211"
"Ward, Taylor",621493,2018,6,30.6,6.1,".178",".333",".245","0.578","15","45",".255"
"Nido, Tomás",621512,2018,1,30,4.4,".167",".238",".200","0.438","9","20",".193"
"Stewart, Christin",621514,2018,2,18.1,13.9,".267",".417",".375","0.792","10","25",".348"
"Hudson, Joe",621529,2018,0,0,0,".167",".250",".167","0.417","1","3",".177"
"Wisdom, Patrick",621550,2018,4,32.8,10.3,".260",".520",".362","0.882","10","26",".379"
"Moroff, Max",621559,2018,3,35.8,10.4,".186",".356",".284","0.640","9","21",".278"
"Wendle, Joey",621563,2018,7,17.6,6.8,".300",".435",".354","0.789","61","212",".338"
"Olson, Matt",621566,2018,29,24.7,10.6,".247",".453",".335","0.788","84","263",".340"
"Dean, Austin",621573,2018,4,18,5.7,".221",".363",".279","0.642","14","41",".281"
"Shaw, Chris",622046,2018,1,37.1,11.3,".185",".278",".274","0.552","7","15",".250"
"Wood, Alex",622072,2018,0,50,0,".045",".045",".045","0.090","0","2",".040"
"Duffy, Matt",622110,2018,4,16.6,8.4,".294",".366",".361","0.727","44","184",".323"
"Muñoz, Yairo",622168,2018,8,21.6,9.1,".276",".413",".350","0.763","42","121",".326"
"Maxwell, Bruce",622194,2018,1,22.4,3.4,".182",".309",".207","0.516","6","17",".221"
"Cozens, Dylan",622226,2018,1,54.5,13.6,".158",".289",".273","0.562","2","11",".257"
"Rodriguez, Jefry",622446,2018,0,44.4,0,".188",".250",".188","0.438","1","4",".188"
"Castillo, Luis",622491,2018,0,35.4,3.1,".102",".119",".131","0.250","2","7",".115"
"Gómez, Miguel",622497,2018,0,33.3,0,".267",".267",".267","0.534","1","4",".235"
"Margot, Manuel",622534,2018,8,17,6.2,".245",".384",".292","0.676","51","183",".288"
"Reyes, Pablo",622569,2018,3,17.5,7.9,".293",".483",".349","0.832","7","28",".359"
"Senzatela, Antonio",622608,2018,0,44.8,0,".083",".125",".083","0.208","3","3",".089"
"Camargo, Johan",622666,2018,19,20.6,9.7,".272",".457",".349","0.806","76","212",".346"
"Reyes, Victor",622682,2018,1,21,2.3,".222",".288",".239","0.527","12","61",".229"
"Hernández, Elieser",622694,2018,0,63.6,0,".000",".000",".000","0.000","0","0",".000"
"Kivlehan, Patrick",623182,2018,0,42.9,0,".231",".538",".286","0.824","0","7",".340"
"Velazquez, Andrew",623205,2018,0,25,8.3,".300",".400",".417","0.817","0","4",".368"
"Avelino, Abiatal",623214,2018,0,27.3,0,".273",".273",".273","0.546","0","3",".240"
"Bote, David",623520,2018,6,28.6,9,".239",".408",".319","0.727","33","75",".314"
"Santander, Anthony",623993,2018,1,19.4,5.6,".198",".297",".250","0.547","6","30",".242"
"Lin, Tzu-Wei",624407,2018,1,23.3,11,".246",".415",".329","0.744","6","27",".324"
"Arroyo, Christian",624414,2018,1,27.1,10.2,".264",".396",".339","0.735","6","21",".323"
"Ciuffo, Nick",624419,2018,1,27.3,6.8,".189",".297",".262","0.559","5","11",".249"
"Conforto, Michael",624424,2018,28,24.9,13.2,".243",".448",".350","0.798","82","243",".342"
"Frazier, Adam",624428,2018,10,15.1,8.2,".277",".456",".342","0.798","35","145",".343"
"McGuire, Reese",624512,2018,2,27.3,6.1,".290",".581",".333","0.914","4","18",".385"
"Puig, Yasiel",624577,2018,23,19.6,8.1,".267",".494",".327","0.821","63","200",".349"
"Soler, Jorge",624585,2018,9,26.8,10.9,".265",".466",".354","0.820","28","104",".354"
"Tocci, Carlos",624636,2018,0,28.9,5.2,".225",".283",".271","0.554","5","34",".246"
"Maeda, Kenta",628317,2018,0,22.5,0,".094",".094",".094","0.188","0","3",".082"
"Fernández, José Miguel",628336,2018,2,12.2,4.9,".267",".388",".309","0.697","11","45",".304"
"Heredia, Guillermo",628338,2018,5,15.4,9.5,".236",".342",".318","0.660","19","100",".295"
"Ervin, Phillip",640447,2018,7,24.3,8.1,".252",".404",".324","0.728","31","88",".315"
"Frazier, Clint",640449,2018,0,31.7,12.2,".265",".353",".390","0.743","1","12",".339"
"Meadows, Austin",640457,2018,6,20.9,5.2,".287",".461",".325","0.786","17","82",".332"
"Pinder, Chad",640461,2018,13,26.4,8.1,".258",".436",".332","0.768","27","130",".333"
"López, Pablo",641154,2018,0,44.4,5.6,".188",".188",".235","0.423","0","3",".196"
"Anderson, Tim",641313,2018,20,24.6,5,".240",".406",".281","0.687","64","230",".294"
"Asuaje, Carlos",641319,2018,2,21.1,11,".196",".280",".286","0.566","19","53",".255"
"Bauers, Jake",641343,2018,11,26.8,13.9,".201",".384",".316","0.700","48","124",".308"
"Bellinger, Cody",641355,2018,25,23.9,10.9,".260",".470",".343","0.813","76","262",".345"
"Calhoun, Willie",641432,2018,2,22.2,5.6,".222",".333",".269","0.602","11","33",".262"
"Cordell, Ryan",641477,2018,1,37.5,0,".108",".216",".125","0.341","4","8",".144"
"Crawford, J.P.",641487,2018,3,27,9.5,".214",".393",".319","0.712","12","46",".313"
"Davis, Jonathan",641505,2018,0,22.2,3.7,".200",".240",".259","0.499","0","6",".229"
"Dixon, Brandon",641525,2018,5,34.7,4.8,".178",".356",".218","0.574","10","42",".247"
"Dozier, Hunter",641531,2018,11,28.1,6.2,".229",".395",".278","0.673","34","143",".291"
"Engel, Adam",641553,2018,6,27.9,3.9,".235",".336",".279","0.615","29","144",".270"
"Fowler, Dustin",641583,2018,6,23.2,3.9,".224",".354",".256","0.610","23","68",".263"
"Garver, Mitch",641598,2018,7,21.5,8.7,".268",".414",".335","0.749","45","125",".325"
"Guillorme, Luis",641645,2018,0,4.1,9.5,".209",".239",".284","0.523","5","16",".242"
"Hampson, Garrett",641658,2018,0,25,14.6,".275",".400",".396","0.796","4","16",".355"
"Hermosillo, Michael",641684,2018,1,27.4,4.8,".211",".333",".274","0.607","1","19",".269"
"Kuhl, Chad",641771,2018,0,18.5,0,".143",".143",".143","0.286","1","3",".126"
"Lauer, Eric",641778,2018,0,40.5,2.7,".067",".100",".094","0.194","1","3",".088"
"Locastro, Tim",641796,2018,0,35.7,14.3,".182",".273",".357","0.630","0","3",".302"
"Mahle, Tyler",641816,2018,0,29.4,5.9,".103",".138",".161","0.299","0","4",".141"
"Mancini III, Trey",641820,2018,24,24.1,6.9,".242",".416",".299","0.715","58","242",".308"
"McKinney, Billy",641856,2018,6,25,8.3,".252",".462",".318","0.780","13","55",".335"
"McMahon, Ryan",641857,2018,5,31.7,8.9,".232",".376",".307","0.683","19","68",".296"
"Nottingham, Jacob",641924,2018,0,33.3,16.7,".200",".250",".333","0.583","0","5",".277"
"O'Neill, Tyler",641933,2018,9,40.1,4.9,".254",".500",".303","0.803","23","65",".340"
"Reed, Cody",642003,2018,0,83.3,8.3,".000",".000",".083","0.083","0","0",".057"
"Sisco, Chance",642082,2018,2,35.9,7.1,".181",".269",".288","0.557","16","43",".259"
"Smith, Dominic",642086,2018,5,31.5,2.7,".224",".420",".255","0.675","11","60",".288"
"Tellez, Rowdy",642133,2018,4,28.8,2.7,".314",".614",".329","0.943","14","43",".392"
"Valaika, Pat",642162,2018,2,22.6,6.8,".156",".246",".214","0.460","5","30",".207"
"Wade, Tyler",642180,2018,1,32.9,5.7,".167",".273",".214","0.487","5","18",".215"
"Mejía, Francisco",642336,2018,3,30.6,8.1,".179",".375",".258","0.633","8","21",".277"
"Sierra, Magneuris",642423,2018,0,25,3.8,".190",".211",".222","0.433","7","31",".192"
"Peralta, Freddy",642547,2018,0,48.1,0,".038",".038",".038","0.076","1","1",".034"
"Rosario, Amed",642708,2018,9,20.1,4.9,".256",".381",".295","0.676","51","211",".290"
"Adames, Willy",642715,2018,10,29.4,9.6,".278",".406",".348","0.754","34","117",".328"
"Guerra, Javy",642770,2018,0,47.4,15.8,".125",".125",".263","0.388","1","2",".201"
"Wynns, Austin",642851,2018,4,21.2,4.2,".255",".382",".287","0.669","11","42",".291"
"Benintendi, Andrew",643217,2018,16,16,10.7,".290",".465",".366","0.831","87","269",".357"
"Brault, Steven",643230,2018,0,23.8,4.8,".150",".200",".190","0.390","0","4",".176"
"Cooper, Garrett",643265,2018,0,31.6,10.5,".212",".242",".316","0.558","2","8",".263"
"Godley, Zack",643327,2018,0,46.2,6.2,".057",".057",".123","0.180","1","3",".095"
"Jansen, Danny",643376,2018,3,17.9,9.5,".247",".432",".347","0.779","8","35",".340"
"Kemp, Tony",643393,2018,6,15,10.9,".263",".392",".351","0.743","30","100",".327"
"Kiner-Falefa, Isiah",643396,2018,4,15.7,7.1,".261",".357",".325","0.682","34","127",".301"
"McNeil, Jeff",643446,2018,3,9.7,5.6,".329",".471",".381","0.852","19","106",".368"
"Tauchman, Mike",643565,2018,0,40.5,10.8,".094",".125",".194","0.319","0","4",".160"
"White, Tyler",643603,2018,12,20.7,10.1,".276",".533",".354","0.887","42","112",".377"
"Orf, Nate",644337,2018,1,32,12,".095",".238",".240","0.478","1","5",".228"
"Alcantara, Sandy",645261,2018,0,61.5,7.7,".000",".000",".077","0.077","0","0",".053"
"Albies, Ozzie",645277,2018,24,17,5.3,".261",".452",".305","0.757","72","289",".324"
"Robles, Victor",645302,2018,3,18.2,6.1,".288",".525",".348","0.873","10","31",".370"
"Devers, Rafael",646240,2018,21,24.7,7.8,".240",".433",".298","0.731","66","195",".310"
"Díaz, Aledmys",649557,2018,18,13.7,5.1,".263",".453",".303","0.756","55","191",".321"
"Urías, Luis",649966,2018,2,18.9,5.7,".208",".354",".264","0.618","5","17",".269"
"Torres, Gleyber",650402,2018,24,25.2,8.7,".271",".480",".340","0.820","77","207",".349"
"Díaz, Yandy",650490,2018,1,15.8,9.2,".312",".422",".375","0.797","15","46",".346"
"Viloria, Meibrys",650619,2018,0,31,3.4,".259",".333",".286","0.619","4","9",".271"
"Allen, Greg",656185,2018,2,19.9,4.8,".257",".343",".310","0.653","20","91",".288"
"Chapman, Matt",656305,2018,24,23.7,9.4,".278",".508",".356","0.864","68","278",".369"
"Flaherty, Jack",656427,2018,0,38.5,3.8,".152",".152",".188","0.340","0","7",".157"
"Hoskins, Rhys",656555,2018,34,22.7,13.2,".246",".496",".354","0.850","96","277",".363"
"Luplow, Jordan",656669,2018,3,17.5,9.7,".185",".359",".272","0.631","7","33",".277"
"Mullins II, Cedric",656775,2018,4,19.4,8.9,".235",".359",".312","0.671","11","61",".298"
"Newcomb, Sean",656794,2018,0,60.4,1.9,".044",".067",".065","0.132","1","3",".061"
"Nix, Jacob",656798,2018,0,68.8,0,".000",".000",".000","0.000","0","0",".000"
"O'Hearn, Ryan",656811,2018,12,26.5,11.8,".262",".597",".353","0.950","30","89",".398"
"Schwarber, Kyle",656941,2018,26,27.5,15.3,".238",".467",".356","0.823","61","200",".343"
"Toussaint, Touki",657053,2018,0,50,0,".100",".100",".100","0.200","0","1",".088"
"Verdugo, Alex",657077,2018,1,16.3,9.3,".260",".377",".329","0.706","4","29",".311"
"DeJong, Paul",657557,2018,19,25.1,7.3,".241",".433",".313","0.746","68","189",".321"
"Laureano, Ramón",657656,2018,5,28.4,9.1,".288",".474",".358","0.832","19","74",".357"
"Lee, Braxton",657658,2018,0,44.4,5.6,".176",".176",".222","0.398","2","3",".185"
"Moncada, Yoán",660162,2018,17,33.4,10.3,".235",".400",".315","0.715","61","231",".311"
"Ohtani, Shohei",660271,2018,22,27.9,10.1,".285",".564",".361","0.925","61","184",".390"
"Acuña Jr., Ronald",660670,2018,26,25.3,9.2,".293",".552",".366","0.918","64","239",".388"
"Tucker, Kyle",663656,2018,0,18.1,8.3,".141",".203",".236","0.439","4","13",".207"
"Happ, Ian",664023,2018,15,36.1,15.2,".233",".408",".353","0.761","44","158",".329"
"Lowe, Brandon",664040,2018,6,25.7,10.8,".233",".450",".324","0.774","25","58",".334"
"Bader, Harrison",664056,2018,12,29.3,7.3,".264",".422",".334","0.756","37","160",".326"
"Stevenson, Andrew",664057,2018,1,26.7,7,".253",".320",".306","0.626","13","24",".276"
"Fletcher, David",664058,2018,1,11.1,4.9,".275",".363",".316","0.679","25","103",".297"
"Kingery, Scott",664068,2018,8,26,5,".226",".338",".267","0.605","35","153",".263"
"Trahan, Blake",664167,2018,0,28.6,0,".214",".214",".214","0.428","0","3",".188"
"Lucchesi, Joey",664192,2018,0,53.8,10.3,".059",".059",".154","0.213","1","2",".116"
"Straw, Myles",664702,2018,1,0,10,".333",".667",".400","1.067","1","6",".448"
"Soto, Juan",665742,2018,22,20,16,".292",".517",".406","0.923","70","214",".392"
"García, Adolis",666969,2018,0,41.2,0,".118",".176",".118","0.294","1","3",".125"
"Gurriel Jr., Lourdes",666971,2018,11,22.4,3.4,".281",".446",".309","0.755","35","111",".322"
"Richards, Trevor",670950,2018,0,47.2,2.8,".065",".065",".094","0.159","2","2",".077"
"Pujols, Albert",405395,2019,23,12.5,7.9,".244",".430",".305","0.735","93","211",".308"
"Cabrera, Miguel",408234,2019,12,19.7,8.7,".282",".398",".346","0.744","59","196",".318"
"Mathis, Jeff",425772,2019,2,35.7,6.1,".158",".224",".209","0.433","12","51",".190"
"Choo, Shin-Soo",425783,2019,24,25,11.8,".265",".455",".371","0.826","61","256",".353"
"Rivera, René",425784,2019,1,20,15,".235",".412",".350","0.762","3","7",".331"
"Wainwright, Adam",425794,2019,0,33.9,3.4,".160",".220",".189","0.409","2","11",".177"
"Greinke, Zack",425844,2019,3,21.4,3.6,".280",".580",".308","0.888","8","29",".362"
"Molina, Yadier",425877,2019,10,12.8,5.1,".270",".399",".312","0.711","57","167",".303"
"Canó, Robinson",429664,2019,13,16.3,5.9,".256",".428",".307","0.735","39","167",".308"
"Encarnación, Edwin",429665,2019,34,21.2,11.9,".244",".531",".344","0.875","86","222",".362"
"Hamels, Cole",430935,2019,0,32.6,2.2,".143",".167",".178","0.345","4","7",".155"
"Jones, Adam",430945,2019,16,19.1,5.9,".260",".414",".313","0.727","67","201",".308"
"Martin, Russell",431145,2019,6,24.1,12,".220",".330",".337","0.667","20","69",".295"
"Granderson, Curtis",434158,2019,12,27,11.3,".183",".356",".281","0.637","34","113",".275"
"Davis, Rajai",434658,2019,1,19.2,3.8,".200",".400",".231","0.631","8","10",".262"
"Ramirez, Hanley",434670,2019,2,29.8,14,".184",".327",".298","0.625","8","16",".278"
"Sánchez, Aníbal",434671,2019,0,42.9,0,".115",".115",".115","0.230","1","6",".100"
"Morales, Kendrys",434778,2019,2,12.9,12.9,".194",".253",".313","0.566","12","43",".264"
"Kendrick III, Howie",435062,2019,17,13.2,7.3,".344",".572",".395","0.967","62","191",".400"
"Wilson, Bobby",435064,2019,0,23.4,4.3,".091",".114",".130","0.244","2","5",".113"
"Kinsler, Ian",435079,2019,9,19.2,6.8,".217",".368",".278","0.646","22","95",".277"
"McCann, Brian",435263,2019,12,16.8,9.8,".249",".412",".323","0.735","45","114",".311"
"Walker, Neil",435522,2019,8,20.2,11,".261",".395",".344","0.739","38","133",".319"
"Suzuki, Kurt",435559,2019,17,11.7,6.5,".264",".486",".324","0.810","63","136",".337"
"Desmond, Ian",435622,2019,20,24.7,7.1,".255",".479",".310","0.789","65","212",".328"
"Cruz Jr., Nelson",443558,2019,41,25.1,10.7,".311",".639",".392","1.031","108","290",".417"
"Trumbo, Mark",444432,2019,0,16.1,6.5,".172",".276",".226","0.502","3","8",".218"
"Peralta, David",444482,2019,12,20.6,8.3,".275",".461",".343","0.804","57","176",".338"
"Piña, Manny",444489,2019,7,27.9,8.9,".228",".411",".313","0.724","25","65",".308"
"Jay, Jon",445055,2019,0,16.5,4.4,".267",".315",".311","0.626","9","52",".275"
"Prado, Martín",445988,2019,2,15.8,4.6,".233",".294",".265","0.559","15","72",".243"
"Duda, Lucas",446263,2019,4,26.9,9.2,".171",".324",".252","0.576","15","34",".245"
"Wieters, Matt",446308,2019,11,25.7,6.6,".214",".435",".268","0.703","27","73",".292"
"Longoria, Evan",446334,2019,20,22,8.5,".254",".437",".325","0.762","69","198",".322"
"Cozart, Zack",446359,2019,0,15,4.7,".124",".144",".178","0.322","7","14",".150"
"Rodríguez, Sean",446481,2019,4,29.5,13.7,".223",".375",".348","0.723","12","42",".319"
"Hill, Rich",448179,2019,0,45,5,".167",".222",".211","0.433","1","4",".192"
"Reynolds, Mark",448602,2019,4,35.2,13.6,".170",".311",".290","0.601","20","42",".267"
"Davis, Chris",448801,2019,12,39.5,11.1,".179",".326",".276","0.602","36","100",".263"
"Vargas, Jason",450306,2019,0,48.9,0,".075",".075",".075","0.150","0","3",".065"
"Zobrist, Ben",450314,2019,1,13.6,13.1,".260",".313",".358","0.671","17","47",".303"
"Fowler, Dexter",451594,2019,19,24.7,12.9,".238",".409",".346","0.755","67","199",".326"
"Flowers, Tyler",452095,2019,11,33.9,10,".229",".413",".319","0.732","34","112",".310"
"Pence, Hunter",452254,2019,18,21.8,8.2,".297",".552",".358","0.910","59","158",".377"
"Lester, Jon",452657,2019,1,37.7,9.4,".188",".292",".264","0.556","6","14",".246"
"Cabrera, Asdrúbal",452678,2019,18,20,11.1,".260",".441",".342","0.783","91","197",".331"
"Tulowitzki, Troy",453064,2019,1,30.8,15.4,".182",".545",".308","0.853","1","6",".349"
"Scherzer, Max",453286,2019,0,44.3,0,".182",".182",".182","0.364","2","10",".158"
"Arrieta, Jake",453562,2019,0,38,2,".156",".178",".174","0.352","4","8",".155"
"Blackmon, Charlie",453568,2019,32,16.4,6.3,".314",".576",".364","0.940","86","334",".387"
"Frazier, Todd",453943,2019,21,21.2,8,".251",".443",".329","0.772","67","198",".328"
"Iannetta, Chris",455104,2019,6,32.9,11,".222",".417",".311","0.728","21","60",".303"
"Maldonado, Martín",455117,2019,12,23,8.6,".213",".378",".293","0.671","27","126",".288"
"Chirinos, Robinson",455139,2019,17,28.6,11.7,".238",".443",".347","0.790","58","162",".336"
"Markakis, Nick",455976,2019,9,12.6,10,".285",".420",".356","0.776","62","174",".332"
"Pedroia, Dustin",456030,2019,0,9.5,4.8,".100",".100",".143","0.243","1","2",".116"
